Bedrooms,Bathrooms,SqftLiving,HouseAge,Garage,Floors,Neighborhood,DistanceToCity,Price
4,3,1580,49,1,2,0,20.8,177000
4,3,1522,57,2,3,1,6.2,233000
3,2,1156,44,1,2,1,41.3,123000
1,1,500,48,1,1,1,11.4,50000
3,3,1165,10,2,2,1,36.0,180000
3,2,1186,59,1,3,2,9.8,208000
2,1,500,57,1,2,1,1.8,92000
3,2,1278,31,2,2,2,8.8,295000
1,1,500,44,0,2,2,19.5,97000
2,1,1122,11,2,1,2,6.2,294000
3,3,1012,25,2,1,3,10.7,330000
2,2,500,46,1,1,1,38.5,50000
3,2,1323,54,0,1,2,38.7,160000
4,4,1669,52,1,3,2,41.1,268000
4,3,1398,45,0,2,1,42.2,151000
2,1,500,34,1,2,2,21.6,85000
2,2,1107,59,2,2,1,43.5,120000
2,2,1082,20,1,1,1,26.8,169000
4,3,1102,7,1,1,0,24.1,142000
4,4,1508,33,1,3,3,36.2,363000
1,1,732,57,1,2,2,11.5,123000
5,4,1904,35,2,2,2,39.7,332000
2,1,701,29,1,3,2,22.0,190000
3,2,1143,52,2,1,0,7.2,137000
4,4,1375,12,1,3,0,6.8,285000
5,4,1659,5,1,3,2,9.1,399000
4,4,1810,12,1,1,1,44.6,299000
4,4,1231,29,1,1,1,49.6,145000
3,2,1249,35,1,3,1,18.5,230000
4,3,1777,20,1,2,1,15.3,260000
2,2,509,37,2,1,2,11.7,140000
5,4,1815,1,1,2,1,41.4,313000
3,2,1442,16,2,2,2,11.3,317000
4,4,1706,30,0,2,2,46.3,266000
3,3,1076,9,1,3,0,33.7,154000
4,3,1840,42,0,3,1,45.0,192000
3,2,1441,10,1,3,1,28.1,222000
4,3,1653,13,2,1,3,34.8,372000
2,1,619,48,0,2,1,31.4,50000
2,2,717,20,1,1,1,41.7,114000
2,1,857,29,0,1,2,42.0,110000
2,1,762,57,1,2,1,29.9,74000
5,4,2187,4,2,2,3,32.0,489000
2,2,500,46,1,3,2,46.2,72000
6,5,2101,49,2,1,1,46.6,244000
3,3,1236,28,1,2,2,33.5,258000
2,1,701,37,2,1,0,1.4,74000
4,3,1474,13,2,1,2,6.1,345000
4,3,1246,57,1,2,2,43.0,178000
3,3,1203,3,1,1,1,5.2,264000
3,3,1189,37,2,2,1,11.5,243000
4,3,1730,48,1,3,3,12.3,374000
2,1,813,19,2,2,1,30.4,134000
6,5,2373,28,1,1,2,29.3,438000
6,5,2635,19,1,1,0,15.2,402000
4,3,1337,17,2,2,1,11.2,266000
2,2,907,18,1,2,2,38.5,157000
4,4,1265,18,1,2,1,46.8,180000
2,1,632,57,1,1,2,3.6,135000
1,1,500,23,1,2,1,7.5,91000
3,3,1356,40,2,1,1,32.5,190000
3,2,1186,50,2,2,3,40.4,232000
5,4,1997,9,2,2,1,39.8,284000
4,3,1378,29,1,1,3,36.3,264000
4,3,1540,51,1,2,3,44.5,215000
3,3,1047,42,2,2,3,11.7,292000
3,3,1276,29,1,2,2,6.3,314000
3,2,1001,2,1,2,0,31.2,100000
6,5,2665,17,2,3,3,41.3,503000
1,1,500,57,1,2,0,29.5,50000
5,5,1838,56,1,1,0,48.2,144000
3,2,1535,45,0,1,0,40.0,73000
3,3,1112,31,0,1,1,35.3,147000
4,3,1337,28,0,1,2,4.0,279000
3,2,1243,43,2,3,1,6.3,200000
5,4,1904,48,1,2,0,39.5,159000
5,4,1832,52,1,3,1,10.7,348000
3,2,980,39,2,1,1,2.4,215000
3,2,1753,30,1,2,2,45.6,248000
3,2,1149,35,1,3,1,44.6,141000
5,5,1614,48,1,1,1,11.7,263000
2,1,1098,51,2,2,1,39.2,115000
4,4,1722,20,0,3,1,3.4,313000
4,3,1446,16,0,3,1,15.0,257000
4,3,1413,34,0,2,1,31.6,203000
2,1,934,14,1,3,1,38.4,166000
4,4,1550,26,1,2,1,1.5,324000
5,5,1614,20,1,1,1,17.0,329000
2,1,1157,42,1,2,3,11.5,260000
2,1,713,51,1,3,1,49.9,50000
6,5,2699,24,0,2,2,33.9,409000
2,2,1055,43,0,1,2,20.9,172000
5,4,1799,18,1,2,0,4.7,310000
3,2,1406,43,2,2,3,30.3,286000
2,2,669,9,2,1,2,32.4,166000
5,5,1626,19,2,2,2,41.0,359000
3,2,1115,20,1,2,1,15.1,219000
3,2,1279,42,1,2,1,49.1,152000
3,2,1107,30,1,1,1,22.5,147000
3,2,1138,26,1,1,0,15.5,125000
2,1,1028,31,0,2,2,18.1,213000
3,2,1221,35,1,2,2,26.5,223000
6,5,2231,3,1,1,0,46.9,291000
3,3,1340,56,1,1,2,37.0,178000
4,3,1639,40,1,1,2,29.3,271000
3,2,695,29,0,2,0,9.0,110000
4,3,1685,6,1,3,1,8.3,336000
2,1,878,52,0,2,1,25.6,90000
6,5,2404,1,2,3,2,36.7,491000
3,2,1378,52,0,2,2,37.8,162000
2,2,665,24,1,2,0,12.1,77000
2,1,867,38,2,1,1,5.9,144000
2,1,500,34,1,2,2,19.8,106000
3,2,1281,51,0,2,2,46.0,143000
3,2,1590,7,1,2,0,27.7,238000
4,4,1401,11,0,2,1,16.7,268000
3,2,1048,11,1,1,2,16.9,233000
2,2,657,36,0,1,1,7.5,148000
4,3,1625,20,1,2,1,24.2,251000
4,3,1387,16,2,1,2,39.8,252000
2,1,884,5,1,1,0,48.5,79000
2,1,969,24,1,3,2,25.6,215000
1,1,506,30,1,2,1,9.2,100000
4,3,1246,30,1,1,0,34.5,145000
4,4,1799,39,2,1,1,38.1,257000
3,2,1387,57,0,1,0,4.5,106000
4,4,1766,48,2,2,0,42.7,137000
4,4,1674,47,1,2,2,41.6,251000
3,2,1244,37,2,1,1,24.2,205000
5,4,2206,33,1,3,3,28.5,433000
2,2,1184,20,1,1,1,36.0,164000
2,2,609,54,2,1,1,34.2,57000
3,2,1415,22,2,3,1,1.8,257000
2,2,782,41,1,1,2,7.0,175000
3,3,1174,58,2,3,1,9.0,213000
5,4,1692,21,0,2,0,38.0,188000
1,1,500,37,0,1,2,22.6,82000
2,1,600,54,1,2,1,27.7,56000
3,2,1107,27,2,2,0,38.9,114000
5,4,1780,38,2,3,1,17.7,340000
3,2,1110,35,1,2,2,37.7,196000
3,2,1118,38,0,2,1,22.7,131000
1,1,500,40,1,1,2,19.5,96000
2,2,500,6,1,2,2,17.3,192000
6,5,2110,32,1,1,2,48.3,368000
6,5,2472,16,1,1,1,38.8,369000
1,1,500,28,0,3,3,2.0,179000
6,5,2614,16,1,1,1,47.9,386000
4,4,1645,27,1,1,1,39.0,219000
5,4,2121,53,2,2,1,8.3,321000
3,2,1482,3,1,2,2,4.7,347000
3,2,1138,49,0,1,0,16.1,108000
3,2,1085,21,1,1,0,31.6,97000
4,3,1774,38,1,1,2,31.2,296000
2,1,901,38,0,1,1,14.5,124000
1,1,500,30,1,2,1,22.8,90000
3,2,1478,22,2,2,2,11.4,305000
4,4,1557,19,1,2,2,3.5,344000
2,2,806,31,1,2,1,26.3,103000
4,3,1604,20,1,2,0,18.0,245000
6,5,2213,47,1,2,3,27.6,446000
2,2,815,19,2,3,1,47.4,105000
4,3,1879,2,2,2,1,8.0,417000
3,3,1288,40,1,2,2,1.1,266000
5,4,2006,39,1,2,1,4.8,366000
2,1,767,27,2,2,1,23.7,163000
4,3,1666,8,0,2,1,35.6,257000
4,3,1749,45,2,1,1,29.5,226000
5,5,2121,54,2,2,2,25.2,358000
4,3,1533,27,0,2,0,18.3,190000
3,2,1264,15,2,2,1,16.2,266000
4,3,1695,12,2,2,2,19.4,341000
5,4,1798,47,2,2,0,31.0,185000
3,3,1233,14,1,1,2,9.2,301000
1,1,500,7,1,3,1,38.8,99000
5,5,2096,17,1,1,2,29.2,432000
4,3,1732,26,1,2,1,14.2,266000
4,3,1749,37,1,1,0,25.6,194000
2,2,720,20,1,1,1,48.2,98000
4,4,1661,10,1,1,2,2.0,388000
3,3,1484,19,0,2,2,10.8,304000
4,3,1882,18,1,1,2,23.0,362000
2,1,794,30,0,1,1,32.3,62000
4,4,1627,30,2,1,1,11.4,314000
6,5,2622,25,1,1,2,46.6,392000
1,1,500,24,0,1,2,32.5,59000
6,5,2335,10,2,1,2,44.0,420000
3,3,1467,2,0,2,1,17.1,218000
5,4,2195,38,1,2,0,41.6,248000
4,3,1673,32,2,2,1,19.5,247000
3,2,898,35,2,3,1,13.4,192000
4,3,1590,51,0,2,3,45.7,265000
5,4,1882,37,2,3,2,5.5,406000
3,2,1266,7,2,1,1,47.2,194000
3,2,1038,7,1,2,1,23.5,204000
4,3,1394,27,1,1,0,49.6,115000
4,3,1187,10,0,2,2,27.4,297000
4,4,1844,33,1,2,2,38.1,318000
4,3,1520,43,1,1,0,1.3,224000
3,3,1231,55,2,2,2,25.3,246000
4,3,1599,7,1,2,1,37.1,273000
2,1,586,6,1,1,1,39.4,127000
3,2,948,6,0,2,2,8.7,259000
1,1,500,13,0,2,2,21.5,137000
3,3,1055,48,0,1,2,21.5,169000
3,2,1273,13,0,1,0,6.1,174000
3,2,1040,2,1,2,1,22.7,195000
4,4,1949,19,2,3,1,40.5,328000
3,2,1405,51,1,1,1,15.7,165000
3,2,1361,19,1,3,1,22.2,235000
2,1,776,50,1,1,1,48.1,50000
3,3,1502,57,1,3,1,2.6,248000
2,1,756,38,1,2,1,30.0,69000
2,2,793,2,1,3,2,37.4,216000
4,3,1633,51,2,2,2,38.3,259000
4,4,1740,26,0,1,2,36.1,230000
4,4,1727,6,0,1,1,36.6,245000
3,3,1104,20,1,2,1,3.9,268000
3,3,1093,23,2,1,0,27.2,172000
5,4,2127,54,1,2,0,39.4,229000
3,3,1343,15,2,3,1,5.6,313000
3,3,1121,6,1,1,0,1.6,192000
1,1,500,28,1,2,2,40.9,86000
3,3,1158,35,2,1,3,35.9,289000
3,3,1324,11,2,2,0,21.2,219000
3,2,1561,8,1,1,2,47.1,255000
3,2,960,57,1,1,0,38.6,50000
3,2,1114,54,1,3,2,48.4,172000
4,3,1522,50,1,2,2,46.5,240000
4,3,1871,49,2,2,3,24.6,383000
4,4,1593,51,1,2,0,38.0,155000
4,3,1418,51,1,2,1,33.8,172000
6,5,2511,24,2,2,0,40.8,356000
1,1,500,21,1,1,1,39.6,50000
2,1,555,49,1,1,3,8.5,161000
1,1,500,59,2,1,2,12.5,78000
4,3,1946,36,1,1,2,14.0,369000
5,4,2076,7,1,1,1,41.1,305000
2,1,821,5,0,1,2,40.7,156000
5,5,1950,58,0,2,1,25.3,264000
2,2,858,29,1,1,0,29.5,123000
5,5,2056,16,1,2,2,41.5,384000
3,2,1258,6,2,2,1,16.3,220000
2,2,822,14,2,3,0,3.5,194000
3,3,1373,58,2,1,0,24.6,121000
3,2,1204,52,1,2,2,45.8,154000
3,3,1004,2,2,2,2,39.7,235000
3,2,1077,25,1,3,1,19.0,201000
4,4,1204,31,1,1,2,4.2,298000
3,2,1605,50,2,1,2,32.2,228000
3,2,1372,50,0,1,3,41.9,204000
4,3,1433,13,0,1,1,33.6,215000
4,3,1543,18,2,2,2,21.8,286000
3,3,1072,17,1,2,2,7.0,255000
3,3,1508,45,1,1,1,45.6,191000
2,2,516,28,1,1,1,14.5,112000
2,1,822,12,2,1,1,12.0,164000
4,3,1578,35,1,1,0,41.0,114000
2,1,965,22,1,3,1,49.1,107000
3,2,1179,39,0,3,1,33.3,164000
4,4,1248,1,1,1,0,31.6,243000
2,1,749,37,2,1,0,16.7,107000
3,2,1005,21,1,3,1,2.0,210000
3,3,1215,1,1,1,2,10.4,299000
6,5,2686,4,1,2,2,29.6,471000
3,3,852,32,2,3,1,8.4,191000
4,3,1439,58,1,2,1,44.3,146000
3,2,1089,1,1,1,1,10.2,224000
1,1,500,13,1,1,0,26.6,73000
4,3,1748,46,0,3,0,26.1,160000
6,5,2365,47,2,1,2,30.6,399000
4,3,1683,17,2,1,1,17.0,259000
4,3,1474,12,2,2,2,43.8,296000
5,5,2045,7,2,2,2,22.8,413000
2,1,955,55,2,2,0,35.3,62000
2,1,653,51,1,1,1,32.2,50000
4,4,1756,55,2,2,1,6.7,267000
3,3,1210,3,1,1,1,31.5,171000
4,3,1809,50,0,1,1,28.0,195000
5,4,1959,26,1,2,3,45.0,384000
3,3,1276,31,2,1,2,44.2,227000
2,2,791,36,1,1,3,8.4,229000
4,4,1580,26,2,1,0,5.0,279000
3,2,1251,3,0,2,0,15.4,160000
4,4,1707,44,1,2,0,49.3,97000
3,3,950,55,1,2,1,2.1,178000
4,3,1886,28,0,2,1,34.0,280000
2,1,500,44,0,2,2,30.8,106000
4,4,1463,17,0,2,1,32.7,209000
3,2,1181,38,2,1,3,11.7,288000
3,2,1282,47,0,1,3,12.1,282000
2,2,1115,30,1,2,0,22.1,107000
4,4,1228,2,0,1,2,5.7,325000
5,4,1898,8,1,1,1,4.7,355000
2,2,500,14,1,2,1,5.3,132000
2,1,806,37,1,2,2,29.1,128000
1,1,500,35,1,2,0,20.5,50000
4,4,1918,42,1,2,2,15.4,352000
4,4,1624,39,2,2,2,16.5,359000
3,2,1408,11,2,3,2,11.2,349000
2,1,916,15,0,1,3,21.2,265000
3,2,1112,2,1,2,1,10.9,258000
3,2,918,37,1,1,0,35.2,72000
3,3,1255,43,0,1,0,7.1,140000
6,5,2101,32,2,3,1,47.5,387000
2,1,1059,40,1,1,0,5.4,112000
4,3,1567,13,1,1,2,47.2,228000
3,3,1439,43,1,2,1,41.8,175000
3,3,1103,17,2,1,3,34.4,269000
4,3,1653,15,2,2,2,45.7,323000
4,3,1641,33,2,1,0,7.8,254000
6,5,2390,51,1,1,1,9.6,370000
2,2,713,16,1,2,1,13.4,142000
2,1,878,51,1,2,1,13.0,119000
4,3,1414,13,0,2,1,16.2,243000
3,3,958,55,1,2,0,29.2,85000
3,3,1448,22,1,2,2,2.4,342000
2,2,945,23,1,2,1,19.7,223000
2,1,813,36,2,1,2,13.1,177000
5,4,2333,43,0,1,2,30.7,346000
2,1,746,50,1,1,1,49.3,50000
3,2,1464,50,0,1,0,26.4,104000
2,2,835,10,1,1,2,21.9,227000
3,2,995,17,0,1,3,19.0,258000
2,1,1169,30,1,2,1,39.5,169000
3,3,1398,13,1,2,1,4.5,296000
2,2,775,30,1,1,0,48.0,50000
4,3,1745,57,1,2,1,21.5,219000
2,1,719,46,1,2,1,16.4,118000
3,3,1365,30,1,1,1,48.7,157000
5,4,1521,7,1,2,2,46.9,301000
4,3,1396,10,1,1,1,32.5,219000
3,3,1395,35,2,2,0,1.9,220000
3,3,1150,2,1,1,1,37.7,182000
3,3,1241,30,1,2,2,17.4,291000
4,3,1330,19,2,2,1,20.0,273000
6,5,2769,39,2,2,3,8.8,561000
4,4,1838,37,2,2,1,26.6,288000
3,2,1159,3,1,2,1,37.5,194000
4,3,1519,25,1,1,0,14.4,209000
3,3,1405,34,1,2,2,47.0,199000
2,1,1196,55,1,3,1,10.5,125000
3,2,1390,58,2,2,2,4.2,253000
6,5,2834,22,1,3,2,32.6,492000
2,1,615,38,2,1,2,42.6,85000
4,4,1436,14,1,1,0,47.7,177000
2,1,562,39,1,2,2,38.6,90000
3,2,1288,54,2,1,1,10.8,227000
2,1,835,2,2,1,1,48.9,106000
3,2,1169,32,2,2,1,46.1,151000
4,3,1761,43,2,1,2,9.0,331000
3,3,1446,53,1,1,0,28.4,131000
4,3,1294,3,1,3,1,28.2,279000
4,3,1480,41,2,1,1,22.7,241000
5,4,2164,8,1,1,1,49.2,272000
2,2,706,26,1,1,0,3.9,113000
3,2,1040,32,1,2,0,31.7,76000
2,1,1003,11,1,2,0,11.1,139000
6,5,2142,50,0,1,1,26.8,310000
5,4,1939,1,2,1,2,39.2,358000
3,2,1265,15,0,2,1,13.1,244000
4,3,1485,4,1,1,1,20.3,268000
3,2,1356,4,2,3,1,47.6,263000
4,3,1486,28,1,2,2,38.3,264000
2,2,1081,10,2,1,0,29.1,171000
4,3,1574,11,1,3,0,11.9,286000
2,1,934,50,2,1,1,21.8,99000
4,3,1749,23,1,1,3,38.9,314000
4,3,1474,47,0,1,1,41.2,154000
4,3,1189,3,2,2,0,13.0,219000
1,1,500,39,2,1,1,33.4,76000
3,2,1214,39,1,1,0,5.7,144000
3,3,1311,17,2,1,0,2.1,222000
3,3,1154,22,1,2,2,27.9,217000
2,2,713,52,2,1,1,12.0,122000
5,4,2401,27,1,1,2,4.9,427000
3,3,905,56,1,2,1,36.8,105000
3,3,1346,16,1,2,1,25.4,243000
3,3,1085,16,1,2,1,40.0,156000
3,3,1132,40,1,1,1,33.5,163000
4,3,1536,3,1,2,2,36.8,304000
3,2,1039,52,0,2,0,16.1,53000
5,5,2114,47,1,1,2,13.9,411000
3,2,1478,33,1,2,2,30.4,232000
6,5,2494,42,2,2,0,10.8,383000
5,4,2020,2,1,2,2,41.0,389000
2,2,602,39,2,3,0,26.6,68000
5,4,2103,46,2,2,1,12.1,355000
2,2,1231,48,1,1,2,31.6,158000
4,4,1523,27,2,3,1,47.3,271000
3,3,1124,15,1,1,0,5.0,206000
5,4,1887,7,0,2,2,6.4,421000
5,5,1902,45,1,1,3,42.3,324000
4,4,1050,57,1,1,0,6.4,113000
4,4,1681,42,2,2,2,2.9,376000
3,2,1030,9,1,2,1,18.0,167000
2,1,500,41,1,2,3,23.9,171000
3,3,1350,6,2,2,0,28.9,179000
2,1,583,56,1,1,2,25.9,70000
4,3,1532,57,0,2,0,45.7,67000
3,2,1493,12,1,2,2,38.7,272000
6,5,2118,30,2,2,2,49.2,391000
4,3,1293,55,2,2,1,24.3,199000
4,4,1653,20,1,1,0,5.1,272000
2,1,1029,20,1,2,2,47.8,164000
5,5,1685,54,0,2,2,1.2,352000
5,5,2081,46,1,1,1,39.0,287000
3,3,1316,27,2,2,1,2.5,218000
4,3,1188,20,1,1,2,38.3,247000
4,4,1759,59,1,3,1,47.0,220000
2,1,975,7,2,2,0,20.1,137000
3,3,1137,40,2,1,3,12.8,261000
3,2,1450,40,1,1,1,12.1,218000
2,1,1027,30,0,2,1,25.1,133000
3,2,1220,8,0,2,1,9.4,225000
2,1,709,2,0,3,2,34.0,176000
1,1,500,14,1,1,1,19.0,117000
2,2,792,10,0,1,2,16.8,244000
6,5,2513,50,2,3,2,23.6,450000
3,3,1135,18,2,1,0,27.6,161000
6,5,1960,18,1,2,2,8.0,419000
3,2,1453,16,1,1,1,35.7,192000
3,3,1238,52,2,2,2,44.3,189000
3,3,1124,5,2,1,1,14.6,272000
3,2,1371,52,2,2,2,9.8,281000
2,1,1104,31,0,2,1,38.3,146000
4,3,1039,37,0,3,0,10.0,117000
2,1,886,20,2,1,3,3.0,262000
4,3,1314,23,1,1,0,31.3,176000
4,3,1699,32,0,1,2,12.7,337000
2,2,825,42,1,3,0,9.4,103000
2,2,927,17,2,2,1,49.1,50000
4,3,1500,13,1,2,2,15.3,318000
3,2,825,49,2,1,1,45.3,80000
2,1,709,50,0,2,2,9.7,121000
6,5,2481,13,2,1,1,41.1,398000
2,2,1003,17,1,1,1,25.6,197000
4,3,1365,15,1,2,2,4.9,363000
6,5,2605,26,2,1,1,36.9,414000
2,2,670,44,2,2,1,44.7,64000
2,1,872,28,2,2,2,9.0,213000
2,2,698,42,1,3,1,36.6,98000
3,2,1236,45,1,2,1,22.8,169000
2,1,978,30,1,1,2,37.9,151000
4,3,1354,43,1,2,2,36.0,198000
2,2,664,35,2,1,1,2.3,138000
3,3,1236,22,0,1,1,9.8,231000
6,5,2880,10,1,2,2,24.1,503000
4,3,1427,11,1,3,1,46.7,230000
4,3,2008,38,0,1,1,17.8,285000
3,2,1600,33,2,1,3,31.8,326000
4,4,1580,6,1,2,0,1.6,304000
3,2,1140,37,1,1,1,35.8,145000
3,3,1061,7,2,2,2,30.6,253000
2,2,786,54,1,1,2,36.1,77000
5,4,1718,44,1,1,2,45.3,245000
3,2,1184,12,0,2,1,8.2,240000
2,2,1099,7,1,3,1,13.8,205000
3,3,1077,2,0,2,2,49.8,186000
3,2,1151,1,1,2,1,8.7,231000
4,4,1259,23,1,1,2,36.3,212000
4,4,1674,25,1,3,0,36.5,192000
4,3,1652,18,1,1,2,34.5,315000
1,1,500,44,1,3,1,12.1,70000
3,2,1156,7,2,2,1,11.5,218000
3,2,1141,51,0,1,1,33.7,91000
1,1,500,54,2,1,2,10.1,129000
3,3,1194,3,1,2,0,33.4,130000
4,3,1662,29,1,1,2,25.1,318000
2,1,842,10,1,3,1,19.9,140000
3,3,1424,59,2,1,1,15.7,193000
2,1,935,59,1,1,2,47.4,74000
1,1,500,43,1,1,1,25.9,50000
2,2,1103,5,2,1,1,28.5,197000
6,5,2484,34,2,2,1,47.5,376000
4,3,1860,8,1,2,2,33.0,347000
6,5,2521,14,2,2,3,47.9,482000
3,2,831,40,2,1,0,6.2,124000
2,1,1060,55,1,3,1,42.5,87000
3,3,1227,6,1,1,0,17.4,175000
3,3,1189,1,1,3,2,40.7,266000
4,4,1656,56,1,1,1,42.9,169000
2,2,731,33,2,2,2,14.3,182000
3,3,1245,40,1,2,1,21.0,208000
2,1,681,11,0,1,2,36.6,139000
3,2,1454,50,2,1,1,5.9,241000
4,3,1577,24,1,2,3,38.0,343000
3,3,1123,10,2,1,0,6.4,189000
3,2,1015,44,2,2,1,45.8,132000
3,3,1253,52,2,2,2,14.5,247000
3,3,1237,23,2,2,2,29.2,284000
4,3,1677,16,1,3,0,6.7,274000
5,4,1794,37,1,1,3,14.2,401000
6,5,2079,16,1,1,1,20.8,374000
4,3,1725,56,1,1,1,24.9,233000
3,3,1496,44,1,2,1,1.0,224000
4,3,1394,31,0,3,1,44.5,148000
3,2,1517,6,2,3,2,1.4,392000
3,2,1256,30,2,3,1,38.9,193000
4,4,1598,37,1,3,1,24.1,248000
1,1,500,1,1,3,1,26.7,127000
5,4,1723,51,1,1,1,11.2,243000
3,2,1397,42,2,3,3,30.8,366000
4,4,1444,25,1,2,2,27.3,322000
4,3,1444,46,1,1,1,9.0,242000
5,4,2198,57,1,1,0,12.7,267000
4,3,1223,21,1,1,3,4.3,337000
4,3,1295,35,2,2,0,4.2,186000
2,1,796,38,0,2,1,1.7,131000
3,2,1258,5,0,1,0,11.8,161000
2,1,896,49,2,2,0,34.3,50000
4,4,1539,50,2,1,2,16.5,268000
3,3,1706,12,2,2,1,17.8,316000
4,4,1554,5,1,2,3,7.5,422000
1,1,500,9,1,3,1,29.2,114000
2,2,640,44,1,1,1,17.8,99000
4,3,1624,52,0,3,3,34.1,301000
2,2,922,9,1,1,2,37.3,241000
2,2,1040,35,0,2,2,29.6,189000
1,1,500,1,1,2,0,14.5,59000
6,5,2350,54,2,2,2,25.9,416000
4,4,1689,47,1,3,1,13.3,279000
3,3,1317,10,2,2,1,45.2,186000
3,2,1201,46,1,3,2,38.6,163000
3,2,1308,39,1,1,2,25.2,230000
4,3,1438,36,1,1,2,48.3,229000
4,3,1911,58,2,2,2,27.8,284000
2,1,998,37,1,1,0,17.1,102000
2,2,531,52,2,3,1,5.7,130000
2,2,584,48,0,2,2,27.6,127000
4,3,1390,35,2,2,1,43.2,218000
4,4,1735,17,0,2,1,43.5,243000
3,3,943,13,2,2,0,30.6,175000
1,1,500,6,1,1,1,20.3,83000
2,1,890,58,2,2,3,32.9,230000
6,5,2386,37,1,2,1,38.3,330000
3,3,1251,48,0,3,1,21.2,175000
4,3,1386,32,2,1,2,24.3,266000
4,3,1718,11,1,2,0,34.4,216000
3,2,1077,17,1,1,3,44.0,297000
2,1,735,5,2,1,1,39.8,110000
2,1,847,6,0,2,2,2.1,253000
4,3,1620,10,1,1,0,7.1,254000
4,3,1604,53,1,2,0,42.8,149000
4,4,1449,33,2,2,1,41.9,210000
3,2,1140,30,0,1,1,20.1,165000
1,1,500,21,1,2,2,29.6,137000
6,5,2124,42,2,1,0,45.4,235000
4,3,1507,17,2,3,2,45.7,347000
3,2,1277,27,2,1,0,39.4,136000
6,5,2144,3,2,1,2,11.3,474000
4,4,1831,29,1,2,2,36.8,304000
3,2,1453,2,1,3,1,6.0,304000
4,3,1350,29,0,3,1,44.8,153000
4,3,1871,49,2,1,2,8.3,378000
4,4,1571,36,2,1,0,33.5,196000
2,2,883,34,2,2,0,30.9,81000
3,2,1100,37,0,2,2,39.1,187000
5,5,2184,42,1,1,3,28.0,404000
2,1,881,1,1,2,2,3.9,236000
3,2,1037,26,1,1,1,35.6,135000
3,3,966,1,2,1,1,19.8,227000
3,3,907,59,1,2,3,16.7,243000
4,4,1637,58,1,1,1,49.6,136000
5,4,2114,4,2,1,1,29.9,357000
2,2,930,39,1,1,3,35.8,135000
2,1,776,14,1,2,1,26.8,108000
2,1,568,46,1,1,0,38.7,50000
5,4,1863,18,2,2,2,37.9,378000
4,4,1830,34,2,3,0,33.2,219000
3,3,1103,1,1,1,1,49.9,160000
4,3,1628,53,0,2,1,23.5,207000
5,4,1784,22,0,2,1,35.6,289000
4,3,1667,16,1,1,3,40.1,369000
5,5,1908,22,1,1,1,19.4,335000
3,3,1409,50,1,1,1,23.4,177000
4,3,1754,16,1,2,0,48.5,164000
3,3,1100,28,2,2,2,2.6,297000
4,3,1574,28,0,1,2,17.4,332000
4,3,1489,55,0,2,1,24.8,210000
4,4,1316,22,1,2,1,1.1,291000
4,3,1428,56,0,1,2,45.1,181000
2,1,839,6,0,2,1,15.0,146000
3,3,1265,25,1,1,0,13.6,165000
6,5,2429,42,2,2,1,41.2,357000
5,5,1939,2,2,1,1,14.6,393000
1,1,586,7,2,2,3,33.2,234000
2,2,812,53,1,1,2,41.3,120000
2,1,940,17,2,2,2,39.8,196000
4,3,1245,35,1,1,2,39.3,191000
4,3,815,20,2,2,2,5.3,256000
2,2,856,44,0,1,3,4.9,209000
3,2,915,2,1,1,0,16.0,152000
4,4,1557,7,1,1,1,2.8,285000
4,3,1539,32,2,1,2,25.5,294000
3,2,1517,49,2,2,1,20.3,244000
3,3,1279,19,2,3,0,28.3,202000
3,3,1233,12,1,2,1,15.6,237000
3,2,1367,9,1,3,1,24.8,230000
3,3,1273,27,2,1,1,17.4,244000
4,3,1508,14,1,1,1,10.6,288000
5,5,2214,2,2,2,1,32.8,392000
4,4,1378,21,1,3,2,34.0,279000
4,3,1664,4,1,2,2,41.6,315000
2,1,500,51,2,1,2,43.9,58000
3,2,1240,21,0,1,2,35.5,220000
1,1,500,48,2,1,1,34.7,53000
2,2,1135,22,1,1,1,3.8,183000
4,4,1287,49,2,2,0,6.4,174000
6,5,2279,2,1,1,3,40.8,499000
2,1,964,17,2,3,0,12.4,157000
3,2,1267,19,1,3,2,18.4,257000
4,3,1636,40,1,3,1,8.1,303000
2,2,608,24,1,3,3,10.6,258000
3,2,1081,20,2,1,1,39.0,204000
4,3,1849,38,1,3,2,13.8,346000
4,3,1589,12,1,1,1,23.0,292000
2,2,875,25,2,3,1,8.4,172000
3,3,1176,23,1,1,1,34.2,201000
4,3,1363,50,1,2,3,36.7,287000
3,3,1386,59,0,1,1,18.7,192000
1,1,500,34,2,1,3,39.5,162000
4,4,2061,32,1,3,2,12.8,397000
1,1,500,51,1,2,2,34.9,50000
4,4,1764,24,2,2,1,36.8,270000
2,2,537,42,2,2,1,48.5,50000
6,5,2431,25,0,2,0,12.4,339000
3,2,1395,3,2,1,3,5.6,398000
3,2,785,25,2,2,3,13.9,276000
2,1,759,28,0,2,2,7.0,179000
3,2,1087,12,2,2,1,9.3,226000
5,4,1859,26,1,3,1,17.4,297000
6,5,2477,48,1,2,3,21.3,479000
3,3,1424,44,1,2,0,45.3,117000
3,3,1173,8,1,3,2,10.6,293000
4,4,1641,5,0,3,1,48.6,242000
5,5,2022,11,2,3,1,40.7,386000
3,2,1200,42,0,2,2,44.2,184000
3,2,982,35,1,1,0,46.5,50000
3,2,1421,27,0,1,1,37.9,161000
4,3,1659,55,2,1,3,39.7,324000
